Time (s),Signal (Green),BPM
184.11,48.46,120
184.14,52.68,120
184.17,48.77,120
184.2,50.06,120
184.23,40.31,60
184.26,47.83,120
184.29,46.63,120
184.32,46.04,120
184.35,48.92,120
184.4,40.29,120
184.44,48.78,120
184.47,40.03,120
184.51,40.17,120
184.54,42.76,120
184.57,47.51,120
184.6,40.49,60
184.63,45.74,120
184.68,45.78,120
184.72,46.83,120
184.75,42.58,120
184.78,45.15,120
184.82,52.99,60
184.85,46.38,120
184.88,54.04,60
184.91,45.39,120
184.94,49.12,60
184.97,35.22,72
185.0,57.84,120
185.03,53.71,120
185.06,51.18,120
185.09,52.62,120
185.12,47.37,72
185.16,46.51,72
185.19,46.78,72
185.22,53.49,72
185.27,45.48,72
185.3,40.53,72
185.33,40.09,72
185.36,37.48,72
185.39,48.61,72
185.44,48.54,72
185.47,43.11,60
185.5,55.12,72
185.53,41.65,72
185.56,41.49,72
185.62,45.85,72
185.65,42.63,60
185.69,42.05,72
185.74,50.65,48
185.78,49.85,72
185.82,51.46,72
185.85,43.42,72
185.89,45.05,72
185.92,37.72,72
185.95,44.1,72
185.98,38.79,72
186.01,36.25,72
186.04,37.82,72
186.07,50.2,72
186.1,48.85,72
186.13,49.06,72
186.17,41.35,72
186.2,53.56,72
186.23,36.15,72
186.26,43.63,72
186.29,45.01,72
186.32,47.39,72
186.35,49.11,72
186.38,53.76,72
186.41,43.17,72
186.44,48.59,72
186.47,42.76,72
186.5,45.58,72
186.54,41.43,72
186.57,41.28,72
186.6,55.09,72
186.63,41.7,72
186.66,42.77,72
186.69,59.09,60
186.72,43.79,72
186.75,46.72,72
186.79,43.88,72
186.82,41.26,72
186.87,36.97,72
186.92,38.33,72
186.96,48.21,60
186.99,46.0,72
187.02,48.28,72
187.05,45.9,72
187.08,40.19,72
187.11,44.36,72
187.14,48.47,72
187.17,42.31,72
187.2,31.23,60
187.23,44.44,72
187.27,50.8,72
187.31,39.3,72
187.34,44.58,72
187.37,39.55,72
187.41,50.99,72
187.44,53.03,72
187.46,40.58,72
187.5,38.61,72
187.53,33.71,72
187.56,40.57,72
187.59,45.12,72
187.62,49.81,72
187.65,44.13,72
187.68,47.07,60
187.72,42.2,72
187.75,44.49,72
187.8,48.76,72
187.82,36.89,48
187.86,44.64,72
187.89,33.57,84
187.92,43.86,72
187.96,50.41,72
188.0,42.3,72
188.03,41.23,72
188.06,46.4,72
188.09,49.5,72
188.12,52.83,72
188.15,49.13,48
188.18,44.05,72
188.23,41.78,72
188.26,49.92,72
188.29,37.24,72
188.32,49.8,156
188.36,46.41,72
188.41,41.11,72
188.44,47.54,72
188.47,47.24,72
188.5,52.05,156
188.53,42.77,72
188.56,43.87,72
188.59,49.92,72
188.63,48.29,72
188.66,46.41,72
188.69,48.42,72
188.72,45.09,120
188.75,40.86,120
188.79,46.45,120
188.83,50.05,72
188.86,49.93,72
188.89,45.74,96
188.92,45.76,156
188.95,38.85,48
188.98,57.16,120
189.01,41.69,156
189.06,45.66,156
189.09,36.27,72
189.13,37.72,72
189.17,38.37,72
189.2,44.72,96
189.23,44.32,156
189.26,43.72,156
189.29,33.81,72
189.32,47.82,48
189.35,37.35,156
189.38,47.35,48
189.41,42.86,156
189.45,50.24,72
189.49,40.74,96
189.52,52.42,48
189.55,40.19,96
189.59,43.57,96
189.62,42.81,96
189.65,47.08,96
189.68,51.9,96
189.72,43.73,96
189.75,48.65,156
189.79,45.43,96
189.82,44.09,156
189.85,41.18,156
189.88,48.53,96
189.92,45.97,48
189.96,50.89,60
189.99,47.35,72
190.02,43.21,72
190.05,49.57,156
190.08,51.52,156
190.11,44.0,156
190.15,41.4,96
190.18,44.86,96
190.21,43.2,96
190.24,40.56,156
190.28,48.94,72
190.32,40.67,156
190.35,50.82,156
190.39,47.88,156
190.43,44.24,180
190.46,47.94,156
190.49,52.15,96
190.52,49.37,96
190.55,45.45,156
190.58,42.1,156
190.61,51.21,156
190.64,40.71,72
190.68,50.2,72
190.71,53.23,48
190.76,56.63,156
190.82,50.34,156
190.86,49.12,156
190.89,44.44,156
190.92,51.14,48
190.95,41.06,48
190.98,46.85,156
191.01,49.46,60
191.04,44.59,60
191.11,47.64,156
191.15,49.97,156
191.18,44.77,156
191.23,46.45,72
191.26,52.47,156
191.29,53.27,156
191.32,60.74,60
191.35,54.1,156
191.4,50.74,156
191.43,50.18,156
191.48,52.81,156
191.56,53.34,156
191.59,51.02,156
191.64,57.3,156
191.68,57.31,156
191.73,52.72,72
191.77,52.19,156
191.8,47.36,156
191.83,48.31,72
191.87,40.34,156
191.9,39.46,72
191.93,38.46,156
191.96,38.17,156
191.99,36.15,156
192.02,38.67,156
192.05,42.75,156
192.08,31.98,156
192.12,37.87,156
192.14,32.29,156
192.18,36.21,72
192.21,32.87,156
192.24,23.36,156
192.27,27.86,156
192.33,29.37,72
192.38,31.44,156
192.42,29.06,156
192.46,35.16,60
192.49,31.87,156
192.52,37.75,60
192.55,27.5,72
192.58,27.52,72
192.61,37.94,60
192.64,28.09,156
192.69,39.22,60
192.72,42.29,156
192.75,27.92,60
192.83,36.07,72
192.88,36.07,72
192.92,33.74,60
192.95,37.21,72
192.98,34.74,60
193.02,36.9,60
193.04,40.35,72
193.08,42.67,72
193.12,33.42,72
193.15,37.33,60
193.19,39.22,60
193.22,38.92,72
193.25,36.74,72
193.28,36.53,60
193.31,36.53,60
193.37,36.23,60
193.42,41.35,60
193.45,42.05,60
193.48,42.19,60
193.51,45.45,60
193.54,36.08,60
193.6,37.6,72
193.65,30.69,72
193.68,40.53,60
193.71,40.53,60
193.74,39.23,60
193.78,38.77,72
193.81,35.58,60
193.84,35.99,60
193.87,41.38,72
193.9,40.41,72
193.96,34.81,60
194.01,38.89,60
194.04,36.94,60
194.07,37.12,72
194.1,39.07,60
194.15,33.89,60
194.18,33.89,60
194.21,40.9,60
194.24,39.38,60
194.27,32.14,60
194.3,37.39,60
194.33,36.88,60
194.37,34.98,60
194.4,33.28,60
194.43,34.58,60
194.46,33.26,60
194.49,32.57,72
194.52,37.67,60
194.57,37.67,60
194.62,31.41,60
194.68,31.19,72
194.75,28.68,60
194.8,36.12,72
194.84,34.62,60
194.89,35.09,48
194.92,34.18,60
194.95,34.66,48
194.98,33.67,60
195.01,33.67,60
195.05,40.89,72
195.09,32.9,60
195.15,30.83,60
195.2,38.45,72
195.23,35.64,60
195.26,34.66,60
195.29,41.19,72
195.32,37.16,72
195.37,33.12,60
195.4,33.12,60
195.43,41.29,60
195.46,30.91,72
195.49,29.6,72
195.52,38.33,60
195.56,35.36,60
195.6,32.05,72
195.63,30.5,48
195.68,32.74,60
195.74,39.42,60
195.82,30.0,48
195.85,37.43,60
195.88,31.64,60
195.91,32.18,60
195.94,28.13,48
196.0,41.08,60
196.04,27.08,48
196.07,37.42,48
196.1,36.87,72
196.13,25.42,60
196.19,32.68,60
196.22,37.21,48
196.25,37.21,72
196.28,30.98,60
196.31,34.22,48
196.34,28.14,60
196.38,35.18,48
196.41,35.81,48
196.44,39.15,48
196.47,33.21,60
196.5,44.01,48
196.53,33.56,60
196.56,36.26,60
196.59,38.72,48
196.63,28.91,48
196.67,28.91,48
196.73,36.71,48
196.77,30.31,48
196.81,31.39,48
196.84,33.01,48
196.87,39.49,60
196.9,30.78,60
196.93,32.71,60
196.97,41.64,60
197.0,30.0,48
197.03,31.5,60
197.07,47.16,60
197.11,36.73,108
197.14,36.73,108
197.17,32.62,108
197.2,32.31,108
197.26,36.78,108
197.29,35.68,108
197.32,34.99,60
197.35,33.66,60
197.38,36.93,60
197.41,33.97,60
197.44,35.82,60
197.47,33.6,60
197.52,34.31,60
197.55,43.85,108
197.58,43.85,48
197.61,42.76,108
197.64,41.05,60
197.67,44.16,108
197.7,39.74,48
197.73,44.01,108
197.78,41.57,108
197.83,44.01,108
197.86,43.74,108
197.89,39.34,96
197.92,40.9,108
198.0,44.88,96
198.04,44.36,108
198.08,43.3,108
198.11,38.95,72
198.14,37.95,48
198.17,35.86,72
198.2,36.71,72
198.23,39.38,96
198.29,36.9,96
198.32,38.91,96
198.35,39.19,96
198.38,39.19,96
198.43,32.25,96
198.46,28.48,108
198.49,31.77,96
198.52,25.1,96
198.55,27.19,108
198.58,25.15,108
198.62,23.83,96
198.66,25.99,108
198.71,28.87,108
198.77,23.3,108
198.81,26.69,108
198.84,29.89,108
198.88,32.99,48
198.91,29.53,48
198.94,32.37,48
198.97,23.15,108
199.0,28.67,108
199.03,21.74,108
199.06,25.11,48
199.09,28.65,108
199.12,25.59,108
199.15,27.04,108
199.19,28.9,108
199.22,33.23,108
199.26,28.08,108
199.32,27.46,108
199.35,32.74,108
199.39,26.04,48
199.42,23.67,48
199.45,30.47,108
199.48,27.15,108
199.51,30.85,108
199.54,26.41,108
199.57,26.41,108
199.6,26.17,108
199.63,22.69,108
199.67,35.01,72
199.7,25.31,108
199.73,23.23,108
199.79,21.81,108
199.82,24.21,108
199.85,23.96,108
199.88,23.19,108
199.91,26.49,108
199.94,25.33,48
199.98,26.99,48
200.0,37.37,48
200.04,24.31,108
200.07,23.78,108
200.1,23.53,108
200.13,30.95,108
200.16,21.09,108
200.24,23.9,108
200.28,21.14,108
200.31,21.12,108
200.34,24.72,108
200.37,21.03,108
200.41,22.53,108
200.44,25.56,108
200.47,20.4,108
200.5,28.37,108
200.53,20.68,108
200.56,28.31,108
200.61,24.44,108
200.65,24.02,108
200.68,26.19,108
200.71,27.79,108
200.74,24.62,108
200.78,28.16,108
200.82,24.8,108
200.85,26.14,108
200.88,33.01,108
200.91,30.98,108
200.94,26.85,108
200.97,26.14,48
201.01,35.0,108
201.04,24.92,144
201.07,30.57,108
201.1,20.54,60
201.13,26.47,108
201.17,28.91,108
201.23,27.82,144
201.27,20.76,108
201.32,25.52,108
201.35,30.32,84
201.38,26.88,108
201.41,27.61,108
201.44,29.68,108
201.47,26.78,108
201.5,24.0,108
201.53,30.5,108
201.56,26.99,108
201.59,27.42,108
201.63,24.49,84
201.7,26.08,144
201.74,28.5,84
201.78,25.34,144
201.81,26.31,108
201.84,33.53,144
201.87,27.27,60
201.9,31.98,60
201.93,25.62,144
201.96,29.17,60
201.99,22.86,48
202.03,35.37,60
202.06,32.2,144
202.09,38.93,108
202.12,32.64,144
202.15,39.1,144
202.2,30.31,60
202.24,37.69,108
202.29,39.18,48
202.32,43.07,144
202.35,44.48,144
202.38,43.39,144
202.41,45.58,144
202.44,42.24,60
202.47,44.07,108
202.5,38.44,108
202.54,40.94,108
202.57,37.37,60
202.6,46.95,144
202.63,45.63,144
202.66,44.46,108
202.69,44.73,108
202.72,51.22,144
202.75,44.71,144
202.8,40.11,144
202.83,39.1,144
202.86,35.85,144
202.89,39.16,144
202.92,46.94,144
202.95,42.91,144
202.98,49.07,144
203.01,57.11,144
203.05,43.03,144
203.09,35.66,144
203.12,50.84,144
203.16,37.03,144
203.18,35.67,144
203.22,34.8,144
203.28,37.94,144
203.31,44.94,144
203.36,42.34,144
203.42,40.48,144
203.45,38.48,144
203.48,36.59,144
203.51,33.0,144
203.54,36.1,144
203.57,31.16,144
203.6,28.92,144
203.63,25.82,144
203.67,29.2,144
203.7,32.14,144
203.73,36.27,84
203.77,38.32,84
203.81,42.11,60
203.84,42.92,144
203.87,35.64,84
203.9,44.97,60
203.93,46.34,144
203.96,46.4,144
203.99,38.9,84
204.02,43.6,84
204.05,47.64,144
204.08,42.8,84
204.11,46.81,144
204.15,47.92,144
204.18,43.56,60
204.21,50.48,144
204.24,43.01,60
204.27,49.6,144
204.32,51.14,144
204.36,51.06,84
204.39,51.89,84
204.43,50.47,60
204.46,53.71,84
204.49,49.64,144
204.52,49.9,60
204.55,51.85,144
204.58,53.01,60
204.61,43.55,84
204.64,55.16,144
204.67,59.04,60
204.71,56.36,72
204.76,51.7,84
204.8,51.49,144
204.83,51.43,144
204.86,49.81,144
204.9,52.03,72
204.94,53.41,60
204.97,46.37,144
205.0,51.23,144
205.03,52.15,144
205.06,50.74,72
205.09,50.79,72
205.12,50.96,144
205.15,50.69,84
205.19,55.15,84
205.22,50.78,72
205.25,52.92,84
205.28,53.59,84
205.32,47.97,144
205.37,41.01,84
205.4,47.74,84
205.43,48.59,144
205.46,42.56,84
205.5,48.07,144
205.53,52.81,72
205.56,52.85,144
205.59,49.44,72
205.62,50.12,144
205.67,51.31,144
205.71,45.44,144
205.75,52.59,144
205.82,43.69,72
205.85,47.83,144
205.88,44.79,72
205.91,50.65,144
205.94,42.85,72
205.98,42.33,72
206.01,44.44,72
206.04,38.54,72
206.07,51.69,72
206.1,48.93,72
206.13,48.73,72
206.16,44.22,72
206.19,45.92,72
206.22,53.03,72
206.26,44.46,132
206.29,51.44,72
206.32,44.87,72
206.35,41.65,132
206.38,48.32,144
206.41,41.85,72
206.44,43.37,72
206.47,50.26,132
206.5,43.4,72
206.53,41.68,72
206.57,43.52,72
206.6,46.99,132
206.63,40.9,72
206.68,50.75,108
206.72,53.26,108
206.75,44.6,72
206.78,47.74,108
206.81,51.39,144
206.84,51.39,108
206.88,49.6,108
206.91,52.0,108
206.94,46.51,108
206.97,49.44,108
207.0,41.85,48
207.03,49.21,84
207.06,51.74,108
207.09,50.37,132
207.13,46.81,108
207.16,44.77,132
207.2,45.8,108
207.23,45.47,108
207.27,45.47,132
207.3,42.1,60
207.33,48.11,48
207.36,42.71,144
207.39,39.23,60
207.42,49.36,132
207.45,39.3,132
207.48,48.28,84
207.51,51.46,144
207.54,45.16,144
207.61,51.99,60
207.65,54.17,60
207.68,54.17,60
207.71,44.05,132
207.74,48.47,84
207.78,51.73,132
207.81,52.56,132
207.84,43.94,48
207.87,46.55,48
207.9,47.36,48
207.95,43.88,84
207.98,51.76,84
208.01,42.39,132
208.04,44.73,132
208.07,44.52,84
208.1,44.52,84
208.15,39.12,60
208.18,48.25,84
208.21,44.1,84
208.24,49.17,84
208.28,50.86,84
208.33,42.59,84
208.37,46.73,84
208.41,41.89,84
208.44,51.25,84
208.48,43.68,84
208.51,39.2,84
208.54,43.45,84
208.57,43.45,84
208.6,43.04,84
208.64,52.56,60
208.68,49.98,60
208.71,48.41,60
208.74,46.93,120
208.77,53.1,120
208.8,48.05,120
208.83,49.76,120
208.86,53.93,84
208.89,49.49,120
208.92,58.71,120
208.95,53.51,120
208.98,53.51,120
209.01,45.94,60
209.04,57.92,120
209.08,49.09,120
209.11,47.62,60
209.14,48.24,60
209.17,57.44,120
209.2,34.72,84
209.23,45.52,96
209.27,49.55,96
209.3,38.6,120
209.34,40.19,120
209.37,40.19,120
209.4,45.58,60
209.43,38.51,60
209.46,47.37,60
209.49,32.74,120
209.53,52.5,60
209.56,45.2,60
209.61,44.9,60
209.65,55.59,60
209.68,42.67,96
209.71,48.45,120
209.74,40.16,60
209.77,54.49,60
209.8,54.49,60
209.83,48.36,60
209.86,48.21,60
209.9,47.48,60
209.93,51.29,60
209.96,45.1,60
210.0,58.33,60
210.03,60.45,120
210.07,43.11,60
210.1,47.21,60
210.13,43.64,60
210.16,45.88,60
210.19,51.2,60
210.22,51.2,60
210.25,41.25,60
210.28,43.87,60
210.32,49.68,84
210.36,41.46,60
210.4,50.94,60
210.44,49.72,60
210.47,48.55,60
210.5,51.41,60
210.53,50.98,60
210.56,57.67,60
210.59,48.45,60
210.63,44.66,84
210.65,44.66,60
210.69,51.1,84
210.72,50.61,60
210.77,49.79,60
210.81,61.44,60
210.84,58.77,60
210.87,52.75,60
210.9,46.06,60
210.93,57.83,60
210.96,50.38,60
211.0,48.55,60
211.03,58.39,60
211.06,58.39,60
211.1,50.16,60
211.14,47.59,60
211.16,50.25,60
211.2,55.68,60
211.24,45.93,60
211.27,45.0,60
211.3,45.53,60
211.34,43.27,60
211.37,41.22,60
211.4,49.81,60
211.43,47.8,60
211.46,53.49,60
211.49,53.49,60
211.52,46.62,60
211.55,48.45,60
211.6,52.62,60
211.65,57.38,60
211.68,50.38,60
211.71,53.53,60
211.74,57.94,60
211.77,51.05,60
211.8,56.71,60
211.84,48.43,60
211.88,52.45,60
211.91,45.08,60
211.94,45.08,60
211.97,44.41,60
212.0,51.39,60
212.03,47.79,60
212.07,49.66,60
212.1,53.07,60
212.13,56.71,60
212.16,55.76,60
212.19,52.05,60
212.23,46.02,60
212.26,45.47,60
212.3,46.61,60
212.33,43.85,60
212.36,43.85,60
212.41,47.56,60
212.44,47.6,60
212.47,46.69,60
212.5,41.92,60
212.53,42.15,60
212.56,38.23,60
212.6,39.59,60
212.63,48.78,60
212.67,44.46,60
212.7,46.8,60
212.73,38.62,60
212.76,38.62,60
212.8,40.94,60
212.84,47.54,60
212.87,51.45,60
212.9,54.01,72
212.93,51.16,60
212.96,48.07,60
212.99,44.7,60
213.03,33.68,60
213.06,51.85,60
213.09,35.99,60
213.12,39.31,60
213.16,50.59,60
213.19,49.02,60
213.23,42.37,60
213.27,36.94,60
213.3,40.1,60
213.33,44.12,60
213.37,42.66,60
213.39,44.44,60
213.43,43.18,60
213.46,41.87,60
213.49,38.56,60
213.52,38.95,60
213.56,47.51,60
213.6,43.66,60
213.63,41.62,60
213.68,43.39,60
213.7,37.54,60
213.74,38.48,60
213.78,42.97,60
213.82,41.17,60
213.87,43.57,60
213.9,47.21,60
213.94,45.73,60
213.97,50.99,96
214.0,49.89,96
214.03,45.41,60
214.06,46.83,60
214.09,48.73,60
214.13,45.28,60
214.15,40.97,60
214.18,46.79,60
214.22,46.28,60
214.25,40.89,60
214.28,44.28,60
214.31,46.71,60
214.34,47.85,60
214.37,50.72,60
214.4,47.88,60
214.43,42.4,60
214.47,48.49,60
214.5,42.79,108
214.53,43.3,60
214.56,45.85,60
214.59,39.19,108
214.63,44.55,60
214.67,45.87,60
214.7,43.32,60
214.73,43.24,108
214.76,49.04,108
214.79,51.78,60
214.82,41.39,60
214.85,43.71,60
214.88,49.89,108
214.93,37.24,60
214.96,47.56,48
214.99,43.4,60
215.04,45.43,96
215.07,49.47,96
215.1,46.05,96
215.13,49.28,96
215.16,46.08,60
215.19,44.3,60
215.22,45.03,96
215.25,46.17,96
215.28,43.12,60
215.33,42.34,96
215.36,44.07,60
215.44,37.52,96
215.47,43.16,60
215.5,41.4,60
215.53,41.57,60
215.56,49.26,60
215.59,49.35,60
215.62,36.52,48
215.65,48.95,60
215.69,48.21,60
215.73,51.59,60
215.77,51.28,60
215.8,54.82,132
215.83,50.02,132
215.86,51.94,60
215.89,55.79,60
215.92,55.34,84
215.95,55.47,60
215.98,54.72,60
216.01,55.49,60
216.04,52.82,60
216.08,66.04,132
216.11,57.97,60
216.14,60.62,60
216.17,59.01,60
216.2,55.69,60
216.23,54.98,60
216.26,65.55,84
216.29,54.28,60
216.32,63.62,84
216.35,53.07,60
216.39,53.04,60
216.43,57.31,60
216.46,56.53,60
216.49,57.35,60
216.52,54.76,60
216.55,55.48,60
216.58,59.21,60
216.63,56.91,60
216.66,57.76,60
216.69,59.47,60
216.72,61.6,60
216.76,52.45,132
216.79,56.55,60
216.82,55.87,60
216.85,52.08,60
216.9,58.01,60
216.92,56.35,60
216.95,59.44,60
217.0,51.58,60
217.03,61.36,60
217.07,54.57,60
217.1,58.4,60
217.13,43.94,60
217.17,39.46,60
217.21,41.28,60
217.25,36.8,60
217.28,44.29,60
217.32,55.07,60
217.36,85.62,48
217.4,86.6,48
217.43,85.12,60
217.46,81.72,60
217.49,83.31,60
217.52,85.05,132
217.55,86.01,156
217.58,87.34,132
217.62,86.26,132
217.65,81.45,72
217.68,82.81,72
217.71,80.25,48
217.74,83.48,48
217.77,83.43,72
217.8,81.03,72
217.83,81.86,72
217.86,82.69,72
217.89,83.03,72
217.92,81.11,72
217.96,83.59,72
217.99,86.59,72
218.02,83.72,72
218.05,82.51,72
218.08,85.3,72
218.11,83.37,72
218.15,84.58,72
218.19,86.48,72
218.22,83.96,72
218.25,81.39,72
218.28,83.42,72
218.32,81.42,72
218.36,82.73,72
218.39,81.25,72
218.42,82.86,72
218.45,81.36,72
218.48,80.89,72
218.51,82.46,72
218.55,81.32,72
218.58,80.76,72
218.61,78.93,72
218.64,78.67,72
218.67,78.99,72
218.73,78.87,72
218.76,76.77,72
218.79,76.49,72
218.83,77.24,72
218.86,74.58,72
218.9,83.42,72
218.93,76.25,72
218.96,78.5,72
218.99,73.83,72
219.02,75.31,72
219.05,74.49,72
219.09,75.69,72
219.12,71.75,72
219.15,77.03,72
219.19,77.46,72
219.23,76.46,72
219.25,82.92,72
219.29,79.83,72
219.32,76.21,72
219.35,81.1,72
219.38,84.98,72
219.41,81.23,72
219.44,79.6,72
219.48,78.24,72
219.51,79.25,72
219.54,75.06,72
219.59,77.74,72
219.62,78.85,72
219.66,80.01,72
219.69,78.1,72
219.72,79.86,72
219.75,79.56,72
219.78,82.36,72
219.81,74.25,72
219.84,76.71,72
219.88,75.16,72
219.91,70.78,72
219.94,77.27,72
219.97,82.02,72
220.02,75.68,72
220.06,78.55,72
220.11,81.37,72
220.14,74.34,72
220.17,73.39,72
220.2,70.28,72
220.23,60.8,72
220.27,62.55,72
220.31,54.27,72
220.34,56.36,72
220.37,54.64,72
220.4,54.24,72
220.43,52.8,72
220.46,58.55,96
220.49,54.82,72
220.52,59.25,72
220.55,52.35,72
220.59,53.48,72
220.62,51.76,72
220.65,51.58,72
220.68,51.81,72
220.71,54.22,96
220.74,50.36,72
220.77,55.75,72
220.81,51.85,72
220.85,51.42,72
220.88,53.26,72
220.92,51.49,72
220.95,55.12,72
220.98,56.32,96
221.01,55.69,72
221.04,53.21,72
221.07,54.24,72
221.11,53.42,72
221.15,58.66,72
221.2,53.16,72
221.24,53.16,72
221.27,50.18,72
221.32,54.75,72
221.35,50.16,72
221.38,53.94,72
221.41,51.15,72
221.44,59.59,72
221.47,49.62,72
221.5,52.63,72
221.54,52.64,72
221.57,52.21,72
221.6,61.0,72
221.64,59.46,72
221.67,59.46,72
221.7,56.55,72
221.73,53.15,72
221.76,55.75,72
221.8,50.18,72
221.83,52.02,72
221.86,51.97,72
221.89,56.48,72
221.92,52.13,72
221.95,53.96,72
222.0,53.31,72
222.04,56.61,72
222.07,56.05,72
222.1,56.05,72
222.14,54.54,48
222.17,53.56,48
222.2,55.44,48
222.23,53.87,48
222.26,53.2,48
222.29,48.83,120
222.32,58.62,72
222.35,55.56,72
222.4,56.23,72
222.43,49.17,84
222.47,56.12,72
222.49,56.12,156
222.53,54.7,84
222.55,57.76,120
222.59,51.8,156
222.62,53.53,72
222.65,56.17,156
222.68,53.27,72
222.71,53.09,72
222.74,50.63,72
222.8,50.67,72
222.83,52.39,72
222.87,55.51,84
222.91,56.46,120
222.94,56.46,72
222.97,52.86,72
223.0,55.3,72
223.03,51.13,156
223.07,52.26,84
223.11,50.39,84
223.16,50.4,84
223.2,55.3,156
